,0x,0y,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y,17x,17y
0,104.34782608695652,46.95652173913044,90.43478260869566,62.608695652173914,83.47826086956522,62.608695652173914,83.47826086956522,83.47826086956522,83.47826086956522,104.34782608695652,97.3913043478261,57.391304347826086,97.3913043478261,83.47826086956522,278.2608695652174,208.69565217391303,90.43478260869566,99.1304347826087,104.34782608695652,125.21739130434783,104.34782608695652,151.30434782608697,97.3913043478261,99.1304347826087,104.34782608695652,125.21739130434783,83.47826086956522,135.65217391304347,97.3913043478261,46.95652173913044,104.34782608695652,41.73913043478261,90.43478260869566,46.95652173913044,,
1,111.30434782608695,46.95652173913044,97.3913043478261,62.608695652173914,90.43478260869566,62.608695652173914,90.43478260869566,88.69565217391305,97.3913043478261,104.34782608695652,104.34782608695652,62.608695652173914,104.34782608695652,83.47826086956522,278.2608695652174,208.69565217391303,97.3913043478261,99.1304347826087,111.30434782608695,125.21739130434783,104.34782608695652,151.30434782608697,111.30434782608695,99.1304347826087,125.21739130434783,125.21739130434783,111.30434782608695,146.08695652173913,104.34782608695652,46.95652173913044,111.30434782608695,41.73913043478261,97.3913043478261,46.95652173913044,,
2,125.21739130434783,46.95652173913044,111.30434782608695,62.608695652173914,104.34782608695652,62.608695652173914,104.34782608695652,88.69565217391305,111.30434782608695,104.34782608695652,118.26086956521739,62.608695652173914,118.26086956521739,83.47826086956522,125.21739130434783,99.1304347826087,111.30434782608695,99.1304347826087,132.17391304347825,125.21739130434783,139.1304347826087,151.30434782608697,118.26086956521739,99.1304347826087,111.30434782608695,130.43478260869566,104.34782608695652,151.30434782608697,118.26086956521739,46.95652173913044,125.21739130434783,41.73913043478261,111.30434782608695,46.95652173913044,,
3,132.17391304347825,52.17391304347826,118.26086956521739,67.82608695652173,111.30434782608695,67.82608695652173,118.26086956521739,93.91304347826087,125.21739130434783,109.56521739130434,125.21739130434783,62.608695652173914,,,278.2608695652174,208.69565217391303,125.21739130434783,104.34782608695652,139.1304347826087,130.43478260869566,153.04347826086956,156.52173913043478,125.21739130434783,104.34782608695652,118.26086956521739,130.43478260869566,111.30434782608695,151.30434782608697,132.17391304347825,46.95652173913044,132.17391304347825,46.95652173913044,118.26086956521739,46.95652173913044,,
4,146.08695652173913,46.95652173913044,132.17391304347825,62.608695652173914,125.21739130434783,62.608695652173914,125.21739130434783,93.91304347826087,132.17391304347825,114.78260869565217,139.1304347826087,62.608695652173914,,,278.2608695652174,208.69565217391303,132.17391304347825,104.34782608695652,132.17391304347825,135.65217391304347,111.30434782608695,151.30434782608697,139.1304347826087,104.34782608695652,146.08695652173913,130.43478260869566,153.04347826086956,156.52173913043478,146.08695652173913,46.95652173913044,146.08695652173913,46.95652173913044,132.17391304347825,46.95652173913044,,
5,160.0,46.95652173913044,146.08695652173913,62.608695652173914,139.1304347826087,62.608695652173914,139.1304347826087,93.91304347826087,139.1304347826087,120.0,153.04347826086956,57.391304347826086,,,278.2608695652174,208.69565217391303,139.1304347826087,99.1304347826087,153.04347826086956,135.65217391304347,153.04347826086956,156.52173913043478,153.04347826086956,99.1304347826087,153.04347826086956,130.43478260869566,132.17391304347825,146.08695652173913,153.04347826086956,46.95652173913044,160.0,41.73913043478261,146.08695652173913,46.95652173913044,,
6,180.8695652173913,52.17391304347826,166.95652173913044,62.608695652173914,160.0,67.82608695652173,153.04347826086956,93.91304347826087,160.0,120.0,173.91304347826087,62.608695652173914,166.95652173913044,88.69565217391305,278.2608695652174,208.69565217391303,160.0,104.34782608695652,173.91304347826087,135.65217391304347,187.82608695652175,161.7391304347826,166.95652173913044,104.34782608695652,160.0,135.65217391304347,153.04347826086956,156.52173913043478,173.91304347826087,46.95652173913044,180.8695652173913,46.95652173913044,166.95652173913044,46.95652173913044,,
7,187.82608695652175,52.17391304347826,173.91304347826087,62.608695652173914,166.95652173913044,67.82608695652173,166.95652173913044,88.69565217391305,173.91304347826087,104.34782608695652,187.82608695652175,62.608695652173914,,,278.2608695652174,208.69565217391303,173.91304347826087,104.34782608695652,187.82608695652175,135.65217391304347,194.7826086956522,161.7391304347826,180.8695652173913,104.34782608695652,173.91304347826087,130.43478260869566,153.04347826086956,156.52173913043478,187.82608695652175,46.95652173913044,187.82608695652175,46.95652173913044,173.91304347826087,46.95652173913044,,
8,201.7391304347826,52.17391304347826,187.82608695652175,62.608695652173914,180.8695652173913,67.82608695652173,180.8695652173913,88.69565217391305,194.7826086956522,104.34782608695652,194.7826086956522,62.608695652173914,,,278.2608695652174,208.69565217391303,187.82608695652175,104.34782608695652,180.8695652173913,130.43478260869566,160.0,151.30434782608697,201.7391304347826,104.34782608695652,194.7826086956522,135.65217391304347,194.7826086956522,161.7391304347826,201.7391304347826,46.95652173913044,201.7391304347826,46.95652173913044,187.82608695652175,46.95652173913044,,
9,208.69565217391303,52.17391304347826,194.7826086956522,67.82608695652173,194.7826086956522,67.82608695652173,194.7826086956522,93.91304347826087,194.7826086956522,114.78260869565217,201.7391304347826,67.82608695652173,,,278.2608695652174,208.69565217391303,194.7826086956522,109.56521739130434,201.7391304347826,135.65217391304347,201.7391304347826,161.7391304347826,201.7391304347826,109.56521739130434,201.7391304347826,130.43478260869566,173.91304347826087,146.08695652173913,208.69565217391303,46.95652173913044,,,201.7391304347826,46.95652173913044,,
