,nx,ny,rsx,rsy,lsx,lsy,rhx,rhy,lhx,lhy,rkx,rky,lkx,lky,label,original_index
8735,-48.69565220000004,-15.652173910000002,-41.739130500000016,-20.869565210000005,0.0,-15.652173910000002,-13.913043500000015,-15.652173900000008,-20.869565300000005,-20.869565199999997,-13.913043499999986,-5.2173912999999885,-13.913043499999986,-10.43478260000002,0.0,22058.0
8736,-48.69565220000004,-15.652173910000002,-41.739130500000016,-20.869565210000005,0.0,-10.434782600000005,-13.913043500000015,-15.652173900000008,-20.869565300000005,-20.869565199999997,-20.869565199999954,-5.2173912999999885,-13.913043499999986,0.0,0.0,22060.0
8737,-41.739130500000016,-15.652173910000002,-41.739130500000016,-20.869565210000005,0.0,-10.434782600000005,-13.913043500000015,-20.86956522,-27.82608700000003,-20.869565199999997,-20.869565199999954,-10.434782599999977,-13.913043499999986,5.217391300000031,0.0,22062.0
8738,-41.739130500000016,-20.869565210000005,-41.739130500000016,-26.08695652,0.0,-15.652173910000002,-13.913043500000015,-15.652173900000008,-27.82608700000003,-20.869565199999997,-20.869565199999954,0.0,-13.913043499999986,5.217391300000031,0.0,22064.0
8739,-48.695652199999984,-20.869565210000005,-34.782608700000026,-26.08695652,0.0,-15.652173910000002,-20.86956520000004,-15.652173900000008,-41.73913040000002,-15.65217389999998,-20.869565199999954,0.0,-13.913043499999986,5.217391300000031,0.0,22066.0
8740,-41.73913039999999,-20.869565210000005,-34.782608700000026,-26.08695652,0.0,-20.86956522,-20.86956520000004,-20.86956522,-34.7826087,-20.869565199999997,-20.869565199999954,0.0,-20.869565199999954,0.0,0.0,22068.0
8741,-41.73913039999999,-20.869565210000005,-34.78260869999997,-26.08695652,0.0,-20.86956522,-20.86956520000004,-20.86956522,-34.7826087,-20.869565199999997,-13.913043499999986,0.0,-20.869565199999954,-5.217391300000031,0.0,22070.0
8742,-41.73913049999999,-26.08695652,-41.73913049999999,-20.869565210000005,0.0,-31.304347829999998,-34.782608700000026,-20.86956522,-34.7826087,-20.869565199999997,-27.826086999999973,-10.43478260000002,-27.826086999999973,-5.217391300000031,0.0,22072.0
8743,-41.73913049999999,-31.304347829999998,-48.695652199999984,-20.869565210000005,0.0,-31.304347829999998,-34.782608700000026,-20.86956522,-34.7826087,-26.086956519999987,-20.869565300000005,-10.43478260000002,-27.826086999999973,-10.43478260000002,0.0,22074.0
8744,-34.7826087,-31.304347829999998,-27.82608689999998,-36.52173913,0.0,-26.08695652,-27.826086900000007,-26.08695652,-41.739130500000016,-26.086956519999987,-13.913043499999986,-15.652173900000008,-34.78260869999997,-15.652173900000008,0.0,22076.0
8745,-34.7826087,-31.304347829999998,-27.82608689999998,-31.304347820000004,0.0,-26.08695652,-20.869565199999982,-26.08695652,-34.782608700000026,-20.86956522,-6.956521800000019,-15.652173900000008,-20.869565300000005,-15.652173900000008,0.0,22078.0
8746,-34.7826087,-31.304347829999998,-41.73913039999999,-26.08695652,0.0,-41.73913043,-34.782608700000026,-15.65217392000001,-27.826086900000007,-20.86956522,-27.826087,-15.652173900000008,-20.869565300000005,-15.652173900000008,0.0,22080.0
8747,-34.78260869999997,-26.08695652,-34.78260869999997,-26.08695652,0.0,-36.52173913,-41.73913039999999,-15.65217392000001,-41.739130500000016,-26.08695652,-27.826087,-15.652173900000008,-13.913043499999986,-10.43478260000002,0.0,22082.0
8748,-27.826086999999973,-31.304347820000004,-34.78260869999997,-20.86956522,0.0,-36.52173913,-41.73913039999999,-20.869565220000013,-34.782608700000026,-20.869565220000013,-13.913043499999986,-15.652173900000008,-13.913043499999986,-10.43478260000002,0.0,22084.0
8749,-27.826086999999973,-31.304347820000004,-20.869565199999954,-26.08695652,0.0,-31.304347829999998,-27.826086900000007,-20.869565230000006,-41.73913039999999,-20.869565220000013,-6.956521800000019,-15.652173900000008,-20.869565300000005,-15.652173900000008,0.0,22086.0
8750,-27.826087,-26.08695652,-34.78260869999997,-20.86956522,0.0,-31.304347820000004,-41.73913039999999,-15.65217392000001,-34.782608700000026,-15.65217392000001,-13.913043499999986,-10.434782599999977,-20.869565300000005,-15.652173900000008,0.0,22088.0
