,ratio,LAngle,RAngle
0,0.3999999999999997,7.594643368591418,-7.594643368591511
1,0.7619047619047624,38.65980825409007,23.96248897457814
2,0.36363636363636326,7.594643368591418,-6.911227119024739
3,1.0666666666666684,38.65980825409007,14.931417178137504
4,1.0666666666666684,38.65980825409007,14.931417178137504
5,0.8888888888888898,33.69006752597976,12.528807709151462
6,1.0666666666666684,38.65980825409007,14.931417178137504
7,1.0666666666666684,38.65980825409007,0.0
8,1.0666666666666684,38.65980825409007,14.931417178137504
9,1.0666666666666684,38.65980825409007,14.931417178137504
10,0.8888888888888898,38.65980825409007,12.528807709151462
11,1.0666666666666684,38.65980825409007,14.931417178137504
12,2.1333333333333364,66.80140948635184,66.80140948635184
13,3.7333333333333387,71.56505117707802,80.1806993612421
14,0.4848484848484845,13.626994859891516,-6.911227119024739
15,0.8888888888888898,38.65980825409007,12.528807709151462
16,0.8888888888888898,38.65980825409007,12.528807709151462
17,4.333333333333338,77.31961650818016,82.87498365109816
18,4.000000000000004,82.23483398157462,86.09950625761805
19,4.000000000000004,77.31961650818016,82.23483398157462
20,3.111111111111107,69.4439547804165,69.4439547804165
21,2.3333333333333357,69.4439547804165,69.4439547804165
22,3.333333333333337,75.9637565320735,75.9637565320735
23,3.111111111111107,69.4439547804165,69.4439547804165
24,3.111111111111107,75.96375653207359,75.96375653207359
25,3.111111111111107,75.96375653207359,75.96375653207359
26,3.111111111111107,69.4439547804165,69.4439547804165
27,3.111111111111107,75.96375653207359,75.96375653207359
28,3.6666666666666705,75.9637565320735,85.71084667118093
29,3.333333333333337,75.9637565320735,75.9637565320735
30,1.0666666666666684,38.65980825409007,14.931417178137504
31,2.3333333333333357,69.4439547804165,69.4439547804165
32,3.333333333333337,80.53767779197433,80.53767779197433
33,3.111111111111107,77.90524292298797,77.90524292298797
34,4.000000000000004,82.23483398157462,82.23483398157462
35,5.333333333333327,86.09950625761812,86.09950625761812
36,3.333333333333337,75.9637565320735,75.9637565320735
37,4.333333333333338,78.43986920578223,82.87498365109816
38,3.333333333333337,80.53767779197433,80.53767779197433
39,2.6666666666666705,74.29136217098424,80.53767779197433
40,1.8666666666666691,69.4439547804165,69.4439547804165
41,1.0666666666666684,38.65980825409007,14.931417178137504
42,0.40000000000000074,14.931417178137533,-7.594643368591511
43,0.8888888888888898,38.65980825409007,12.528807709151462
44,1.0666666666666684,38.65980825409007,14.931417178137504
45,0.5333333333333331,14.931417178137533,-7.594643368591511
46,1.3333333333333353,-33.6900675259798,-45.00000000000002
47,1.0666666666666673,-14.931417178137561,-38.65980825409009
48,1.3333333333333353,-23.962488974578203,-53.13010235415599
49,1.3333333333333353,-18.434948822922035,-45.00000000000002
50,1.3333333333333353,-23.962488974578203,-53.13010235415599
51,1.0000000000000013,-53.130102354156,-33.69006752597985
52,1.0666666666666673,-46.84761026599461,-28.072486935852996
53,0.40000000000000074,33.690067525979735,-7.594643368591511
54,0.7999999999999999,-45.00000000000002,-38.65980825409009
55,1.111111111111112,-46.84761026599461,-23.962488974578225
56,1.111111111111112,-41.63353933657022,-23.962488974578225
57,1.111111111111112,-41.63353933657022,-23.962488974578225
58,0.7619047619047622,-46.84761026599461,-23.962488974578207
59,0.7619047619047622,-41.63353933657022,-20.854458039578375
60,0.9523809523809528,-41.63353933657022,-20.854458039578375
61,0.9523809523809528,-46.84761026599461,-23.962488974578207
62,0.40000000000000074,16.504361381754993,-7.594643368591511
63,1.111111111111112,-23.962488974578225,-41.63353933657022
64,1.111111111111112,-28.072486935852996,-46.84761026599461
65,0.9523809523809528,-41.63353933657022,-20.854458039578375
66,0.9523809523809528,-41.63353933657022,-20.854458039578375
67,0.9523809523809528,-46.84761026599461,-23.962488974578207
68,0.9523809523809528,-41.63353933657022,-20.854458039578375
69,1.111111111111112,-28.072486935852996,-46.84761026599461
70,0.7619047619047622,-46.84761026599461,-23.962488974578207
71,0.36363636363636326,6.911227119024655,-6.911227119024739
72,0.9523809523809528,-46.84761026599461,-23.962488974578207
73,0.8888888888888897,-41.63353933657022,-23.962488974578225
74,1.111111111111112,-41.63353933657022,-23.962488974578225
75,1.111111111111112,-41.63353933657022,-23.962488974578225
76,0.9523809523809528,-41.63353933657022,-20.854458039578375
77,2.6666666666666674,90.0,90.0
78,1.0666666666666684,38.65980825409007,14.931417178137504
79,0.8888888888888915,0.0,0.0
80,2.222222222222223,79.3803447238449,79.3803447238449
81,0.96969696969697,-30.650667957052846,-49.39870535499552
82,1.6666666666666672,-56.725112015165074,-94.76364169072616
83,2.222222222222223,-64.88516511385544,-90.0
84,3.333333333333332,-75.9637565320735,-90.0
85,3.333333333333332,-85.71084667118099,-94.28915332881904
86,2.666666666666667,-94.28915332881904,-94.28915332881904
87,3.7777777777777763,-79.99202019855868,-79.99202019855868
88,5.777777777777771,-90.0,-90.0
89,0.888888888888888,45.000000000000036,12.52880770915161
90,3.333333333333332,-90.0,-90.0
91,3.333333333333332,-90.0,-94.76364169072619
92,2.666666666666667,-75.96375653207353,-94.76364169072619
93,2.4000000000000004,-75.96375653207353,-95.35582504285522
94,2.000000000000001,-69.44395478041655,-95.35582504285522
95,1.555555555555556,75.96375653207352,0.0
96,2.6666666666666647,90.0,90.0
97,3.333333333333329,99.46232220802563,94.28915332881904
98,0.888888888888888,38.659808254090144,12.52880770915161
99,1.0666666666666662,45.000000000000036,14.931417178137679
100,0.5333333333333337,0.0,-21.801409486351822
101,0.5333333333333337,0.0,-21.801409486351822
102,0.5333333333333337,-21.801409486351822,-7.59464336859145
103,0.5333333333333337,0.0,-21.801409486351822
104,0.5333333333333337,0.0,-21.801409486351822
105,0.5333333333333337,7.59464336859145,-14.931417178137561
106,0.5333333333333337,-21.801409486351822,0.0
107,0.5333333333333337,0.0,-23.962488974578193
108,0.5925925925925928,-16.504361381755025,-23.962488974578193
109,0.5333333333333337,0.0,-23.962488974578193
110,0.5333333333333337,7.59464336859145,-16.504361381755025
111,1.9999999999999987,69.44395478041653,71.17528998175993
112,2.0952380952380922,69.44395478041653,69.44395478041653
113,1.0666666666666662,38.659808254090144,14.931417178137679
114,2.2857142857142825,71.17528998175995,71.17528998175995
115,1.9259259259259234,72.64597536373867,62.30052719194499
116,2.6666666666666687,71.17528998175995,71.17528998175995
117,2.095238095238091,69.44395478041652,81.46923439005188
118,2.0952380952380922,71.17528998175995,71.17528998175995
119,2.0952380952380922,73.30075576600639,77.31961650818019
120,1.6666666666666667,-60.64224645720875,-33.69006752597982
121,1.1851851851851836,0.0,0.0
122,1.111111111111112,-46.84761026599461,-23.962488974578225
123,0.8888888888888898,33.69006752597976,14.931417178137504
124,0.8888888888888897,-41.63353933657022,-23.962488974578225
125,1.5000000000000004,-60.6422464572087,-60.6422464572087
126,0.8888888888888897,-38.65980825409009,-14.931417178137561
127,0.7619047619047622,-10.784297867562604,-33.69006752597979
128,0.9523809523809528,-41.63353933657022,-20.854458039578375
129,1.9047619047619047,-90.0,-69.44395478041652
130,3.3333333333333366,-81.46923439005187,-81.46923439005187
131,3.6666666666666705,-81.46923439005185,-75.9637565320735
132,0.9523809523809528,-41.63353933657022,-20.854458039578375
133,0.9523809523809528,-41.63353933657022,-20.854458039578375
134,0.9523809523809528,-48.01278750418334,-23.962488974578207
135,0.9523809523809528,-37.303948277983444,-20.854458039578375
136,1.1428571428571432,-43.60281897270363,-20.854458039578375
