,ratio,LAngle,RAngle
0,0.30769230769230754,12.5288077091515,12.5288077091515
1,0.5555555555555557,23.96248897457819,12.5288077091515
2,0.41025641025641024,0.0,18.434948822922003
3,0.41025641025641024,0.0,18.434948822921992
4,0.2857142857142855,11.592175410291077,0.0
5,0.17777777777777787,5.85601358542896,5.44033203100551
6,0.19047619047619058,-5.44033203100551,5.44033203100551
7,0.2857142857142851,0.0,10.784297867562563
8,0.2857142857142855,5.440332031005554,-5.856013585428912
9,0.10256410256410219,6.340191745909885,5.856013585428936
10,0.09523809523809529,0.0,-5.44033203100551
11,0.19047619047619052,5.85601358542896,-5.440332031005507
12,0.19047619047619058,5.85601358542896,-5.85601358542896
13,0.19047619047619058,0.0,-5.85601358542896
14,0.28571428571428664,-5.44033203100551,-5.44033203100551
15,0.09523809523809605,0.0,0.0
16,0.2857142857142862,-5.4403320310055525,5.440332031005487
17,0.2857142857142854,-5.4403320310055525,5.440332031005487
18,0.3809523809523815,-10.784297867562627,5.856013585428911
19,0.476190476190476,-15.945395900922842,0.0
20,0.38095238095237977,-17.102728969052354,-11.592175410291073
21,0.5128205128205117,-17.102728969052354,-5.856013585429006
22,0.4444444444444433,-18.434948822922,-6.340191745909965
23,0.4444444444444433,-12.528807709151444,0.0
24,0.3333333333333331,-12.528807709151444,-6.340191745909862
25,0.222222222222221,-6.3401917459098875,-6.3401917459098875
26,0.333333333333334,0.0,-12.528807709151568
27,0.2222222222222228,0.0,-6.9112271190247405
28,0.3333333333333331,6.3401917459098875,-6.340191745909965
29,0.3333333333333331,0.0,-13.626994859891571
30,0.3999999999999997,0.0,-14.93141717813759
31,0.3999999999999997,0.0,-7.594643368591418
32,0.5925925925925936,0.0,-8.426969021480645
33,0.4999999999999995,0.0,-9.462322208025583
34,0.4999999999999995,-10.784297867562518,-20.854458039578237
35,0.6666666666666649,0.0,-18.43494882292191
36,0.5925925925925911,-8.426969021480746,-26.565051177077965
37,0.5925925925925911,-8.426969021480746,-23.962488974578168
38,0.6666666666666649,-9.462322208025697,-26.565051177077965
